Stop_distance_mm,Right_distance_mm,Left_distance_mm,Decision,Moving_distance_mm
0.903941376,32,35,left,15
0.638984138,28,25,right,10
0.817750655,26,31,left,14
0.122251925,27,36,left,11
0.827862456,25,29,left,14
0.369837806,25,43,left,11
0.095963862,28,26,right,13
0.390534677,33,35,left,13
0.828267239,27,36,left,10
0.768683751,33,38,left,14
0.918992731,26,38,left,11
0.643636721,31,40,left,15
0.422489728,31,27,right,12
0.848038247,26,31,left,15
0.689539253,33,27,right,11
0.4948979,28,26,right,15
0.761033904,35,41,left,15
0.737934303,34,44,left,14
0.000629485,32,37,left,14
0.928765641,32,36,left,11
0.017616846,32,36,left,10
0.603890314,25,44,left,14
0.064788892,31,39,left,11
0.822974478,35,30,right,12
0.407959395,29,42,left,10
0.605125534,30,39,left,11
0.036826327,30,25,right,10
0.007227444,28,37,left,13
0.505768419,30,43,left,11
0.686678315,34,41,left,13
0.434957562,25,39,left,13
0.529235747,25,27,left,14
0.311722109,29,37,left,13
0.59466895,33,37,left,11
0.456588088,31,38,left,14
0.938044873,32,28,right,13
0.948710135,30,28,right,12
0.413180441,33,42,left,15
0.486699755,28,30,left,13
0.048698284,25,40,left,15
0.245074122,35,41,left,11
0.075784693,31,40,left,12
0.546645341,28,38,left,13
0.595077596,30,37,left,14
0.088806638,27,29,left,15
0.511440208,33,41,left,13
0.957596405,29,44,left,12
0.98244813,31,34,left,13
0.783758603,35,38,left,12
0.941525497,25,27,left,13
0.6974682,31,29,right,12
0.558570274,26,32,left,12
0.394740773,25,27,left,15
0.521367852,32,30,right,14
0.639851653,34,45,left,12
0.528650772,29,44,left,14
0.15256125,25,36,left,11
0.372844278,26,37,left,15
0.809503393,29,38,left,11
0.630459739,25,41,left,15
0.466113965,25,38,left,11
0.340641029,25,28,left,14
0.671066246,32,38,left,15
0.704328379,30,31,left,14
0.255872777,28,38,left,11
0.678008967,33,31,right,11
0.91308204,27,25,right,14
0.552439145,26,34,left,13
0.042342675,35,39,left,14
0.206656663,28,34,left,11
0.131498943,31,25,right,15
0.133255835,31,40,left,13
0.767146944,27,35,left,12
0.326159841,31,45,left,14
0.803563493,35,29,right,12
0.305883485,30,35,left,14
0.714537842,35,42,left,13
0.510671034,28,40,left,11
0.27995475,30,37,left,14
0.189306409,27,29,left,11
0.36572818,25,40,left,14
0.237680106,33,28,right,10
0.779563599,34,36,left,13
0.982271675,34,30,right,11
0.168240488,32,30,right,12
0.711814608,34,43,left,13
0.76686386,32,34,left,15
0.626245987,31,45,left,14
0.187708907,25,35,left,13
0.666857098,32,35,left,15
0.487645486,32,30,right,11
0.810935447,28,45,left,15
0.544966613,32,25,right,13
0.1958036,34,45,left,12
0.898594572,27,42,left,10
0.431673408,31,28,right,15
0.593985343,30,44,left,15
0.90651416,31,42,left,10
0.928969447,34,31,right,13
0.606602238,32,29,right,12
0.226742151,34,40,left,11
0.593547688,33,45,left,10
0.06116454,31,39,left,10
0.239031801,29,40,left,12
0.127431251,35,41,left,12
0.743215576,31,30,right,11
0.739222099,32,27,right,11
0.861339285,29,35,left,10
0.54151436,35,35,left,13
0.152087094,31,38,left,15
0.779884826,34,42,left,12
0.056478446,32,26,right,13
0.238863614,30,26,right,13
0.329703872,31,37,left,15
0.881442229,32,30,right,11
0.877207915,31,39,left,12
0.602788579,35,29,right,10
0.336083663,28,31,left,12
0.077803081,29,45,left,12
0.924415858,26,28,left,10
0.536150854,25,40,left,11
0.146984824,30,39,left,11
0.266261643,26,31,left,12
0.408174332,28,31,left,15
0.737613301,33,27,right,15
0.21716574,25,28,left,15
0.291357988,34,43,left,13
0.986823617,34,32,right,15
0.025559305,25,45,left,12
0.375295744,33,38,left,11
0.469702057,25,34,left,10
0.168545237,33,44,left,15
0.193455816,26,37,left,10
0.778509928,29,28,right,15
0.21707388,26,35,left,14
0.075229805,29,27,right,10
0.103608287,25,30,left,15
0.732367871,30,38,left,11
0.082936266,35,30,right,14
0.912852441,28,25,right,10
0.126389675,26,36,left,13
0.425285499,34,37,left,11
0.614825146,33,43,left,10
0.809100266,33,44,left,14
0.374201297,31,32,left,13
0.741216618,34,41,left,15
0.442341181,33,31,right,15
0.289177549,27,27,left,10
0.872348999,35,33,right,12
0.998674747,33,31,right,10
0.892691985,32,26,right,13
0.508069927,25,36,left,15
0.679929652,30,41,left,10
0.278720417,33,40,left,11
0.618755067,33,42,left,10
0.744857952,32,41,left,13
0.754037422,29,34,left,12
0.308049317,31,35,left,11
0.522801872,35,27,right,11
0.431762349,29,25,right,11
0.835979764,28,40,left,15
0.721410119,34,32,right,10
0.346238263,30,29,right,14
0.837183704,28,35,left,11
0.988725252,29,30,left,15
0.1408157,28,30,left,13
0.496324891,33,40,left,12
0.068806654,30,38,left,11
0.028339421,34,27,right,13
0.860471656,28,34,left,15
0.022215712,26,41,left,11
0.291318371,29,38,left,12
0.041418329,27,40,left,12
0.975383312,33,41,left,13
0.430439218,25,27,left,10
0.353549776,27,31,left,13
0.555168656,33,38,left,12
0.779429754,25,44,left,11
0.001689033,35,41,left,14
0.29969102,29,41,left,14
0.007944302,33,40,left,15
0.355526417,26,29,left,10
0.400125546,26,27,left,13
0.49506039,34,41,left,15
0.145539229,29,42,left,14
0.839320517,27,45,left,13
0.497181472,35,30,right,10
0.724472621,32,27,right,12
0.659687035,30,41,left,11
0.793753245,34,39,left,10
0.339740542,32,36,left,11
0.72250461,31,27,right,13
0.373522071,29,41,left,12
0.196090151,30,30,left,14
0.899398999,32,26,right,15
0.943993194,28,41,left,11
0.456664142,31,30,right,10
0.377208799,34,26,right,12
0.100324292,34,36,left,12
0.656034741,29,36,left,15
0.428990434,25,27,left,13
0.646979279,33,45,left,15
0.839659779,34,37,left,11
0.768208846,30,28,right,10
0.766877789,30,45,left,15
0.727178655,34,42,left,10
0.434227085,30,38,left,13
0.83034359,26,35,left,10
0.786364212,25,40,left,14
0.417083342,26,43,left,11
0.762142178,25,37,left,14
0.435901586,31,37,left,13
0.902516825,29,38,left,11
0.696721057,33,28,right,13
0.135167306,30,27,right,11
0.578877243,34,39,left,13
0.317976705,33,40,left,15
0.782594843,34,31,right,12
0.42066824,33,38,left,14
0.079584911,28,41,left,10
0.167578926,35,43,left,12
0.556245597,30,41,left,11
0.394112971,27,44,left,15
0.378542432,33,38,left,15
0.101857981,35,35,left,11
0.766630586,28,29,left,14
0.761114166,34,30,right,13
0.913984632,35,37,left,11
0.063558738,34,41,left,13
0.59710184,29,26,right,12
0.823139522,26,32,left,13
0.483412426,29,37,left,10
0.002619559,31,33,left,13
0.461421101,25,40,left,15
0.338350856,33,44,left,11
0.17752592,30,26,right,11
0.731710296,32,30,right,13
0.989450148,33,38,left,14
0.56578214,26,38,left,15
0.620650048,26,39,left,13
0.166364528,34,28,right,14
0.392123817,30,44,left,13
0.998236786,29,37,left,14
0.557145808,35,41,left,15
0.06210011,33,27,right,13
0.899034568,33,44,left,11
0.83725636,31,26,right,10
0.509592656,30,33,left,12
0.961396954,32,35,left,11
0.455125197,25,40,left,11
0.248129891,34,33,right,11
0.938173861,30,36,left,14
0.448170936,32,44,left,10
0.995883052,34,30,right,12
0.749046464,31,25,right,13
0.781123293,31,42,left,11
0.402650873,33,45,left,14
0.73497614,34,32,right,14
0.8121422,32,36,left,11
0.430622504,34,43,left,14
0.865844172,27,27,left,10
0.263932813,35,31,right,12
0.795678596,31,28,right,13
0.918942664,29,30,left,11
0.714610303,31,38,left,14
0.181665343,31,44,left,15
0.965551373,26,41,left,14
0.054310274,26,25,right,14
0.287579568,25,39,left,11
0.921425727,25,42,left,15
0.524371775,32,33,left,15
0.421498935,35,41,left,14
0.706376961,35,40,left,10
0.846396828,29,32,left,10
0.824551365,30,38,left,14
0.661248152,31,34,left,13
0.375131868,33,39,left,10
0.923053132,29,39,left,11
0.346229595,29,25,right,11
0.661218163,25,38,left,13
0.131846344,25,37,left,15
0.011844128,30,28,right,12
0.100808262,30,40,left,15
0.653165187,25,33,left,13
0.773455902,28,40,left,10
0.235790494,30,35,left,15
0.488930013,30,30,left,13
0.10740625,27,45,left,11
0.913123817,28,30,left,10
0.201393501,33,45,left,15
0.247265354,26,38,left,13
0.292543718,26,25,right,13
0.106815342,28,41,left,10
0.421953539,26,25,right,12
0.291818143,34,36,left,10
0.959437547,30,32,left,11
0.864113746,30,27,right,10
0.480164796,30,41,left,15
0.142844066,35,36,left,10
0.710420458,27,35,left,13
0.613474397,29,45,left,11
0.433208249,31,27,right,12
0.443789113,30,32,left,13
0.952415508,28,37,left,10
0.574532988,28,26,right,13
0.083030158,30,44,left,14
0.117536592,29,34,left,10
0.994373687,30,36,left,12
0.313447284,32,37,left,14
0.814545208,25,26,left,15
0.607190259,29,29,left,10
0.70721771,35,25,right,13
0.143940131,33,34,left,11
0.424020621,26,45,left,12
0.457281996,27,45,left,15
0.224026107,35,29,right,11
0.493093175,35,43,left,13
0.953322673,32,35,left,14
0.123242228,29,27,right,11
0.635216043,32,31,right,13
0.14931802,31,41,left,15
0.484798596,28,43,left,14
0.083002995,35,40,left,14
0.297373449,32,40,left,14
0.744789332,28,36,left,15
0.118669548,34,32,right,10
0.802599707,33,26,right,11
0.977554497,27,41,left,10
0.408466079,27,39,left,13
0.512555705,35,37,left,13
0.89410471,29,29,left,12
0.204483963,30,34,left,12
0.241985769,29,31,left,14
0.781495547,27,44,left,15
0.465488789,25,45,left,15
0.359160991,25,36,left,11
0.946916479,29,42,left,13
0.708278317,32,27,right,10
0.197376548,26,28,left,14
0.154572369,30,38,left,14
0.307945842,28,30,left,15
0.635699657,28,32,left,15
0.142530974,25,40,left,14
0.833731498,28,38,left,12
0.23874636,33,26,right,10
0.725196242,35,28,right,10
0.006586442,32,31,right,11
0.731570001,25,37,left,15
0.435754125,28,25,right,11
0.703803044,35,38,left,15
0.59622158,30,34,left,14
0.37019211,32,32,left,15
0.158855665,35,34,right,15
0.380519285,25,39,left,11
0.427014969,29,27,right,14
0.370338455,29,36,left,12
0.138728642,31,33,left,15
0.505780107,31,26,right,15
0.348348848,25,45,left,13
0.772002258,35,44,left,15
0.38474988,27,27,left,11
0.038769716,31,30,right,12
0.341624607,30,32,left,14
0.211795213,33,42,left,11
0.486791653,27,36,left,14
0.835918292,28,34,left,15
0.217060932,31,25,right,13
0.743756745,29,44,left,15
0.636700772,30,27,right,12
0.30177693,32,27,right,10
0.836639378,30,36,left,12
0.683588909,30,25,right,14
0.497570464,31,39,left,14
0.149010928,34,43,left,10
0.687487966,32,27,right,12
0.897195921,34,38,left,14
0.679580152,31,28,right,13
0.847617131,34,36,left,12
0.010932558,33,25,right,14
0.229902609,29,41,left,13
0.504771465,26,33,left,14
0.8652487,30,37,left,11
0.967978994,28,39,left,11
0.809236196,32,25,right,12
0.972893373,34,36,left,12
0.448059449,27,40,left,13
0.100870036,32,40,left,15
0.213418524,33,33,left,14
0.257876435,28,39,left,14
0.14692826,35,25,right,13
0.768034441,31,35,left,14
0.617565203,31,40,left,13
0.655967618,25,27,left,10
0.122750778,33,45,left,11
0.698559837,28,37,left,12
0.242039157,33,37,left,10
0.398842722,35,33,right,13
0.038827975,34,42,left,10
0.591961969,28,30,left,10
0.426279146,25,36,left,11
0.100267587,29,28,right,11
0.084770798,28,41,left,12
0.343668085,27,33,left,11
0.401796855,35,45,left,13
0.452743595,35,32,right,14
0.156245032,32,32,left,14
0.587709658,30,44,left,13
0.479802444,26,42,left,10
0.681851205,35,43,left,13
0.831121505,32,31,right,14
0.845118649,33,43,left,15
0.04697646,31,41,left,10
0.755685877,33,33,left,15
0.244459992,29,45,left,15
0.414718832,35,27,right,15
0.821243875,25,28,left,12
0.060406003,32,26,right,10
0.262508075,33,29,right,10
0.214400786,27,35,left,12
0.809679438,28,41,left,13
0.196400368,35,38,left,10
0.240541543,30,42,left,10
0.81003639,34,32,right,10
0.954034955,31,42,left,13
0.193006275,30,45,left,12
0.624600564,25,30,left,10
0.251384033,31,33,left,13
0.313754136,29,34,left,11
0.742871336,34,44,left,10
0.713539626,31,43,left,14
0.958410784,25,34,left,10
0.321027062,31,37,left,12
0.997102872,35,25,right,15
0.631775689,32,43,left,10
0.676261137,27,35,left,13
0.638416701,25,34,left,15
0.236198601,33,35,left,11
0.133489934,28,29,left,12
0.233115037,35,37,left,11
0.380034712,31,40,left,15
0.937934138,31,41,left,14
0.856775867,31,31,left,14
0.488388861,30,42,left,10
0.805766249,25,45,left,15
0.919923208,26,37,left,15
0.32506351,25,33,left,15
0.044441558,28,40,left,11
0.3829191,29,36,left,13
0.159394742,28,41,left,10
0.935555827,29,28,right,15
0.450411297,29,40,left,10
0.140038507,28,40,left,11
0.998715238,34,30,right,15
0.689399207,30,25,right,13
0.658916957,30,41,left,14
0.180659752,25,30,left,11
0.16497036,26,33,left,10
0.309302939,34,43,left,13
0.730895392,28,27,right,14
0.193406617,33,41,left,15
0.263262982,25,26,left,11
0.201012781,35,39,left,13
0.640615719,30,38,left,13
0.052667502,35,33,right,14
0.682162347,29,41,left,15
0.238156455,34,35,left,11
0.30174333,30,42,left,12
0.338376094,28,27,right,10
0.884305664,34,42,left,11
0.120361897,30,28,right,14
0.136044961,27,33,left,11
0.028617851,28,39,left,12
0.028062933,30,34,left,13
0.611797437,34,38,left,10
0.104682851,27,36,left,13
0.534304426,33,31,right,10
0.957314126,34,35,left,14
0.919357719,31,42,left,12
0.710156256,28,40,left,15
0.54464751,34,44,left,13
0.399856664,32,27,right,12
0.314642765,32,41,left,10
0.940695526,27,34,left,13
0.644533014,28,43,left,12
0.273566675,26,33,left,14
0.129565878,33,40,left,13
0.044070237,34,40,left,15
0.084281231,34,34,left,11
0.301065141,35,33,right,13
0.875932436,34,26,right,13
0.097659939,31,39,left,10
0.142820212,34,27,right,15
0.617982458,35,44,left,11
0.434403213,28,38,left,11
0.430555153,30,41,left,12
0.530848048,31,26,right,14
0.976815056,33,38,left,11
0.786714014,29,37,left,10
0.082666427,25,38,left,15
0.130636164,30,28,right,11
0.815706883,32,33,left,10
0.924196484,25,43,left,13
0.240020699,28,36,left,12
0.936685267,29,38,left,11
0.269119482,35,29,right,10
0.323189112,25,26,left,11
0.100926066,34,30,right,11
0.619773307,32,35,left,13
0.075130913,25,44,left,11
0.717319043,29,37,left,15
0.903131864,26,43,left,14
0.735179858,26,31,left,10
0.943729188,34,26,right,11
0.209812404,31,28,right,10
0.107352564,32,27,right,15
0.253211888,25,32,left,14
0.732802568,25,36,left,13
0.474367577,35,32,right,15
0.344140041,33,26,right,14
0.264802559,30,45,left,14
0.552975404,25,33,left,12
0.802964573,29,45,left,10
0.233486987,34,32,right,15
0.536578202,33,27,right,10
0.379646768,31,40,left,10
0.679121478,35,29,right,15
0.39467195,34,42,left,14
0.664841674,32,25,right,13
0.293505235,26,36,left,14
0.829928747,35,37,left,10
0.788667258,33,41,left,15
0.609472141,29,25,right,13
0.020532449,29,38,left,11
0.757959368,26,40,left,13
0.881720646,29,44,left,13
0.413599657,29,45,left,14
0.248587493,25,34,left,10
0.014938388,34,36,left,11
0.695112126,33,31,right,10
0.461666638,30,43,left,14
0.894193629,29,27,right,11
0.087240193,28,34,left,11
0.145151924,32,43,left,13
0.316338005,25,27,left,11
0.356199414,25,26,left,15
0.8219402,26,42,left,15
0.575218155,28,25,right,11
0.826492101,35,30,right,15
0.426623601,35,27,right,15
0.212633611,34,28,right,11
0.391668265,27,42,left,13
0.412048876,34,26,right,11
0.245232292,30,37,left,14
0.5982613,29,42,left,10
0.940114182,33,29,right,10
0.560199169,30,29,right,11
0.936288076,28,39,left,15
0.307652832,33,45,left,12
0.310213317,29,43,left,12
0.289576852,29,27,right,13
0.405755439,34,33,right,13
0.791335568,25,31,left,10
0.160680442,25,33,left,15
0.746952553,28,34,left,12
0.348929544,28,31,left,15
0.259848146,32,34,left,14
0.718306008,34,30,right,10
0.752899362,28,43,left,10
0.923620256,32,35,left,14
0.020169802,25,35,left,11
0.49334682,30,28,right,14
0.102263599,25,31,left,13
0.17355001,35,34,right,14
0.213310108,30,30,left,15
0.665045522,29,26,right,13
0.744050483,32,27,right,15
0.08064882,28,45,left,12
0.206757963,33,41,left,11
0.712772304,35,34,right,13
0.961715755,31,29,right,13
0.647926757,28,26,right,11
0.781458356,27,36,left,15
0.030027411,30,27,right,14
0.443229562,32,32,left,12
0.832238891,25,40,left,14
0.080631637,33,45,left,12
0.351079166,35,42,left,10
0.781979467,32,42,left,12
0.250978887,35,25,right,15
0.384897653,34,37,left,11
0.007771865,32,36,left,12
0.032298962,29,33,left,13
0.83755287,33,31,right,12
0.353715769,26,36,left,11
0.193487684,31,34,left,12
0.040951955,27,34,left,15
0.826940183,32,33,left,11
0.190672546,34,33,right,15
0.782612231,34,45,left,11
0.276135806,34,26,right,11
0.894042914,30,42,left,12
0.194347669,34,45,left,13
0.124222024,33,32,right,10
0.553895274,27,39,left,11
0.223539653,31,32,left,15
0.63782871,27,37,left,13
0.967843453,26,38,left,10
0.241496575,35,44,left,12
0.813442086,27,29,left,13
0.557312467,33,43,left,10
0.763830004,33,31,right,13
0.543994713,28,39,left,15
0.228515041,26,45,left,15
0.371624228,29,36,left,13
0.974832609,29,35,left,11
0.274281118,28,30,left,14
0.067446059,32,26,right,13
0.603458759,25,33,left,10
0.092034047,34,37,left,14
0.450002918,29,42,left,14
0.501509027,28,42,left,13
0.405802183,27,26,right,13
0.942041541,33,27,right,10
0.59908885,31,25,right,11
0.115590773,30,31,left,11
0.749430494,32,30,right,12
0.30158619,34,35,left,12
0.006947959,31,42,left,10
0.671505989,31,36,left,15
0.416248259,30,30,left,13
0.995768113,35,34,right,11
0.929488915,35,29,right,13
0.866936504,35,33,right,10
0.307512398,26,33,left,14
0.600519138,30,26,right,11
0.277011829,26,44,left,15
0.805433867,28,38,left,11
0.68193333,27,40,left,12
0.497855235,35,42,left,15
0.803748851,28,35,left,13
0.001860635,32,31,right,13
0.540914245,35,34,right,15
0.929870968,35,30,right,14
0.37659374,30,30,left,10
0.520954439,29,31,left,11
0.997451429,34,25,right,13
0.843546533,35,36,left,11
0.625609714,31,27,right,12
0.388743604,33,41,left,15
0.990445016,25,27,left,14
0.311783537,27,35,left,12
0.655706318,29,26,right,12
0.018166438,33,33,left,13
0.181272781,33,25,right,13
0.050892096,33,29,right,14
0.243453692,29,28,right,15
0.435540274,30,36,left,14
0.576919861,35,38,left,14
0.780493092,27,25,right,10
0.702601005,35,40,left,13
